List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,23.3%
r10,60.0%,0.0%
r21,75.0%,75.0%
r34,14.3%,14.3%
r4,20.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,2.9%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,10.0%,10.0%
r32,0.0%,0.0%
r16,13.3%,36.7%
r28,42.2%,100.0%
r25,0.0%,0.0%
r23,16.7%,27.8%
r18,13.3%,10.0%
r11,73.3%,2.2%
r27,96.0%,96.0%
r5,25.0%,42.5%
r17,40.0%,16.7%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,0.0%,0.0%
r30,0.0%,6.7%
r22,9.5%,7.1%
r26,60.0%,100.0%
r9,0.0%,100.0%
r14,11.1%,64.4%
r2,32.5%,32.5%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,41.1%,34.8%
