List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,100.0%,0.0%
r34,45.7%,22.9%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,40.0%,54.3%
r6,42.9%,40.0%
r29,32.7%,86.5%
r3,20.0%,13.3%
r24,2.5%,15.0%
r32,0.0%,96.7%
r16,3.3%,3.3%
r28,42.2%,33.3%
r25,80.0%,80.0%
r23,5.6%,22.2%
r18,3.3%,26.7%
r11,31.1%,31.1%
r27,96.0%,96.0%
r5,5.0%,25.0%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,6.7%,6.7%
r22,2.4%,19.0%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,33.3%,31.1%
r2,42.5%,42.5%
r20,20.0%,72.5%
r15,80.0%,0.0%
Total,36.3%,44.4%
